address,quantity
addr1q83jnl5qu302yql9xucxyn65k6p23n9pj77j8yl43ty9gvaxq389vl663l8pteyhutwsp3xwgmpaup3s2nr7jvear3rsw8mr45,13.805496
addr1q9p9k9m87q65u0f7ax0ugs4x7uc78g5ddgmg2x9r7da59q4r4vhh3snqnlwhc6hum6gn20a6tuf3z9ygvt9w793vde9sf894r2,22.354642
addr1q9vexgh5wnhelrfnwj9lum97sxkcpp94gqvd3ec2rr6cnrqwy4xnlf2wx2uuvf2ay6tnewwgcup7zl0nmhzl7gr0aw0q8t5jfg,4.066568
addr1qxzxs48kln3ulpff2s4ra7w956rhsvtlauyx38lcphu95460a46gy3ch77uwszc0d6pjcw8gerpfrxpl94xu2fuws4esu0fylc,10.0
addr1qyllzp70ykhfeyh8nrujqk8y6v79y7gdf5e30amxg6a9jrh8qdk48eg2l240u43uqcqjxukqxqtvrmn05qvhc8f5zukqmtrvch,2.082283
addr1qxrdzw58xz8yza9sz66qd6fhd4rdfw2uct89dlt733h7sfsjytvrp76qpw05tmq0rqf97cax98t0mz72zxpyd60x9ajsd6dhar,8.7e-05
addr1q9egkssxul7n96wmnkm8vfvpndzsnaanmrq2h6ggwt939rfttgwj9m7fgp5qysh2ujuwqugt4we8asfgt294wq6tu0fsh9ve5j,1.0
addr1q8cutruvpyq8nvylskwaufz2sr6x09ctk9alfqugapzlzw2h5mc8l99nrc42veh22a65znr5j23l8k907s02wnn93eqskd04p5,0.693
addr1q8r68707c2v33dak90c846kn3wfj6zm3datqau33aamw64tl4g5npwf9p7mgj2was94xuxk7ewsx6dxsf5qcv598w0gq3vqzaf,10.499999
addr1q96tlhx8r8rvz2jzx3jcrv086w0tzzel0ss60klaawzgpd6knsz0rsxw2nvm9mmg9vqwc2pq8ymnu2846swnql27aftse9vjzv,21.984826
addr1q8fzwca5xs29tcq4dsycn00ay5d6vzvf8aqewz4ete5mrxdqflr0d4qv5r27w946k37m9xue9psfdlld8unw547sz2yqpx5zqd,8.024342
addr1q9r2xjtzs9v7vf807uvxd4dss20guavmpv2tl5aptnw5vdhlhg9u2dwdep6rzl68nllqlwh2waj6ck79wp8m25rcx4hqntlla6,0.000729
addr1q8w2ln3yu7t9828e4svmlwzxgrdum8fpxse5knehs8wmd07zv7y6v22cwruwhpufdpz3tswgvj9fkdstzd8y67vhyv3sgflgdg,2.0
addr1qyqyha0c8eazrvu4t5ntt5w9kquylkcmqnz0s64c80fcpcxrhax5pafzaj0hxy3g4v80vztw3vjq75sc3us52z38tlyqrd5548,9.423058
addr1qx9wvewjyf057e9w5tum4g2lsw2p3hjgrqqcxksnekeyzujjkky3zmkdrgsteajhvz7t84ag655r5fd7weh57jctgehq5t0v89,15.0
addr1q8lxgra22lh8sl4mhr5c29s6e7n2u7wuudj52wguaen29vrmxnwxmlpg0576l3xh3uvc7ce4e26unj777a6hhq48nvtq5fd6d7,0.019011
addr1qyx2yu5gjs9wx75mzmkcqhkg8jutdwgpmavadjue7t6ljap6lupcl6nx8n3af8th9ffmc2fqztc42gfguxy7p367rxrq0u5tjj,58.98699
addr1qy4pscmq75sz87ewwtv0nk636d7fedel9gxfh25hpkttnk58nrhz28kppwj8wu77z89qrsa509jtldgus96hw8qcd3es0jzs62,5.107457
addr1q9fknnlplxf6yndm8qj8gkftnj7carrqusm9yagqywar78zrzkycwrx4yr20zvrz0rfqkxgws0wlhfrdufpzls4lr6yswg3ph8,150.0
addr1qylzqay5czdnqqczvrx4e606l4j5qf5nlzf289nvftv5wtc3kwc660r7g67p0s0zgnku8lsprgjqh59hwmy0wezsymjqk56f5n,0.173523
addr1qycm466nvkywwljegufgdfd53escspks354uxeygrdlrz9t9kzl7wtjctwkdfa5kdt3qz4v9lkq5cv39tkynysnjsexqdpwju7,0.004505
addr1q88du8ue09s37hz226drq5czgxwtqg2998ajnp6arjtv5g7pqml7qpuvapwx0fv7hqevcrjgv4xp7pfwdkt899ztf0xsl0q045,5.901421
addr1q8ydpyrxkmwvyk2wwfh76rtug5jf2nahmahwalvrnu5u5cfcdjl6prvvd8jc8errjnena0nv23tgdm7dra8sllh0whlq03kh07,32.363882
addr1q92xyqu44czyndfjjvu096r6ukx9fmp05mqg7epcc50j4f0su2r9erzvpmecs2s5zvvvv8265z9dgmceeeyh3sc72a3qfndpjr,0.000674
addr1qxgcgjd2apw7wfy23cqxf5djh7g8f7h7ezhsup5fwa40tpmxf8s0ndenjx3508hw2smrehllt7lr29xednccet65auwq3mgxzv,29.440323
addr1q8k6vfyjne6py70l0ysa5zqdflxlzfan49yzhg6fx8zpfjw2y5l3yqlr72aw7p89c6q9wrjggmthu2pz37qpek3v794qcfctf9,3.0
addr1qy4nmx6tmc5gqcxt9t4mypv8dcaah76dzqj9z0vvjuj6382rj7ugj7stuq33axnhl7xr7f36p4gf2juljn8a2xyuhpnqaqjuss,0.402879
addr1q940vtfyx2q7tg4z5k2mvwpsz499h765vy8fjqtcxvxhx7uskry8520q3x554nxq4n7nxnqlt37stl4g50kvga0ncpys9ts37x,0.550885
addr1x85etkeguzkemwfxtjtnl3ysp8fdmrjcdhsyp645y8ghwt4fp42lutam2alc7dzukvxgkxq0wd4aphv4zwczey39dysqy6rd7d,4030211.0
addr1qxteuzwefcsmne4phwl8kzzl6lxy99723m32sz8mq4p0hk3ee8394pdjy2z7nhazz3hwe08cun5u9tezekws9pzduerqpyj3hy,1.102844
addr1qycsdahy5sf5mu7rkqdxpxlz26vz97xkv2zr45xxky57746drjtgth08952slu20x0g7jzwmlycnpm88tyq77a6pxp4s2rn6du,0.531766
addr1q8lgvhegvzz8w2u8fg5m6w6f73vd78krcvfn9vtq47wtkew4trchr72a4nvd7gens7s4zk9qz46vs02w6qmwp7d56n0q9ns548,34.845535
addr1q86v4t7xhj6wh2uv44l0jfycg9n2ytwvxndvpzlxuxrzxfp5ysu7qkstfd5t7fjj7vugjl8dh5w74ll7te3qhhvtr26svxp89u,21.020716
addr1q9mg35yxwc6l7t4mtfmt227lef5ludh9xkeuqkar9dg7q2068eh38yl2mzspe68zn8ergqv4zgzch7fg7t9l5zyg88uqqhx3y4,1.000009
addr1qxw4rlhu79efkur9yguappp9fkfwpf56qdrwf5z9tc4gumncq68h3dhl8sqnn3ut7dvpz0q9xz4rxl9nlqskw9qmlmvqasku56,35.174192
addr1q9wvc74wfhlnalktsz34knhcvdcpytuj9g3p42s278hpv0pa35292z7q6ch8hh67tq7954zwvx6rq3p0pahlspq638jqd9q372,4.561008
addr1qykwawq2ne8j047syschyuad0hu2wpknuejhvqux865wzkadezvaxamqqql3evnvr803mk4pds70ulpsm3e7x3lqx7xsh3gqc5,11.291828
addr1q9qfngp57lf7sud492zjh3mzederxh4cl5nkz3ntwh3cvenp680hd25au7evjd2hlplpq4s833nqm6mslr2vw2dr90cscpkze3,180.251533
addr1qxsydcymrhexzttkjf4cmaf2v2rmv3de4yhcwz7m38n7wt2ksdd2wag9zdad0lnylyxhd2kmkacpyddxlz83hdg9mauqswp9pc,10.0
addr1qy50466l0ga8w0mp9ypft2rf3v42l625nqq9cra99nc38cdfnkk64mg3dljrunqtzjt0znr8wk6u5r9leczm5ewpak2qs2svps,7.721319
addr1q8373pd95dww9ag6ntm4hjs79sfgy6htyrmcc8ssvzr8jrtkp572asuh650x257ctnprhpsx3hhq793ym2m3vtjs3fqsheza62,78.127854
addr1q8xar4vr3dnl72uhm2rqujwlmmyylh58ymxezs33u9rwylxj0h45yu9mgs9aklsapr399plam7t8enl3n4ae57gz0apq5rdla6,10.0
addr1q90j3q0vjvyaawkhscr73rhh5xu46sjfcdkdjj7w5mn8u7tnm5vqsxjjy4ed2ju2lu9ruc7j6mujk56gesxpffqt9rws537p4q,1.0
addr1q9gzsrrzc0tgjrwhjc3ykfrj3d5f46s2vwft3yu380tj4cfelk9gxsrmfyt8r88d9pj5qhycjw2d7zuwlzjvljpxadwsltstau,5.36504
addr1qyly3mqww2p7yxf67q06e9l9qp00sv7708l0rl2tl793zc8kmcma8ga6mfsxc7yv9nerae4fc6ug20gu5y8e3y3w6a4q229j2u,1585.0
addr1qyyfccd85xrw5655ghl8s0dhrrp36s7w2vsef2850np6f0kzyfh87xj5shjdt7pxrcm7tg36ps9gcq3x6aj6q4n8ja0qz720d5,8.94932
addr1qxtfx5tju5lh5f6agc7vrzru4n9hwyl527tzvxj2g7yxy6ujz4gwd3njhyqwntdkcm8rrgapudajydteywgtuvl6etjszakl28,30.3096
addr1q9wfh77aqw72rv6fw3zvnawprae2drm2emxm485u5k9s46rfed73q90aqzmyyxucfryz6q9hws7lrxpe4n9laq0hdwzscrwl60,0.62329
addr1q89jk3tswfkxvadr034x5e95st45v83ttvd82dvaft36352cg52gaqdyjpj4g4yng0tf2t77naezplxckazuuraprc0q58zs2p,0.591374
addr1qx05em8t3rdzymzd965yztkfhdu8x2csh0vx9m2cxpa827kwe3cc0fwuvpv8p86r3gmhrf5u2ml9dh09sfjeatztte8s8lx9dz,200.251533
addr1qytpr737k3qv9tx7msg0sxq39429xu7fd6srn5p2qcxkjcz6rsfl7jwpllkq6zrw6sdlhs45pl8alrheahezptunhvkqw0vrc5,201.600967
addr1q8dnvxnmdggl4xyywx6lxtawn9p2usu620446euwh03kevp2cturx6ktxv8zr6vpfdtp0kp80s6jkccj0x6pux0r7twqhzf8jq,200.0
addr1q9qf479znde4xcl3yu9zkgwn3rlkl8qssaxpufs5y20fs9ptyfnxq8wtp5wua4e489nql45fqacd0aq8wzdxd3dngusskqu9cv,6.399185
addr1qyl64we4prhqlddfp8wkukmn6yqu0cxknl537a2e8jqr8cpdxyemj7xxe49ra2uha9dgfwkf0ugxt0nfpq0f5r9tsgxqe6n89v,5.048411
addr1qytqzmgyhxq9ejrgrvz9298ms0k36m8uqvd0479wygasxavpskw7py33rcw4qguuslf7fc8cuqgrtxmna33ndnsv5jts0ngv7q,280.214561
addr1q80k8gl5lvgal7hee679vtl3g8pwgtlwzrsqw0qg3e0d9t4hmv4k3ukp9nu60fau058qkstyhvktl6gxwcvk6mu5uhuqaudphw,1.0
addr1qx02n8m9vrpwvdhfpa0q9d7h8d9dj5xaugther5ql5k6lv9addl7l7wxst4h7gqyqhfmf04c3ranunmzmdy8ezhp9wfs5ar0g6,50.966487
addr1q925l0kfgl5vjkdu76pcmpyxj709xghk7tmmtusnrk7wr3hez6mee4rewffysdqfqn5dsttdht8zzekve758r3whv4sq4c66d4,0.00101
addr1q8nkp2xam3kc8ckjxzc0t0xfx3xqv8czysfjkv8vkaq7g5s8tqn20ygax9wy85nrxplltytp9wee6w2e7e9azv9nj0wqnm0vqs,0.001124
addr1qyjqv24at9vdq2qepsfujuhl8fkn9nl2drn54fy09pzlaek9aqdqw4pj7hac50deeswm0xz5pjl88fy6pay4ypw2s2esym45ps,4.247261
addr1qxwrmckja9az7dze4kxgtq5qzjnaqjx2xq2p2tgq9gydx72lqngea44wxq2dxa2tlmf2nnynxr3urheaq8xh7ujhcvhq95fzqe,12.408409
addr1q879tjyagmgajxhz9qqyyk5tngptwk4ea34pkhhvjndgvscefmj9duew35mgqqvx962zjwjxcfa6ky6prerd5jxe0zrqra32ns,3.132496
addr1qxjpk6myq30pec3c7utuvpdnhajvfklkfsce3dlht5n7x7le2rz6hu63qthwzm40qmjtt7gm20v8df5usj5sakmwt08sv3ad5v,51.030428
addr1qyddk2sgqplpj0rt2ks935ylckq8v8ve58nkxx89vrx455pa2td7krjzyv64kk07ml0q573z2wfdpv9vgsawu335r2rstey85l,1.947175
addr1qxsmksflafkgk5s4spd93gv2vnlfj2dhav77m2qnq6tg4j0xjquxl47ckq2pj9rp0tzr4qytfukpxkaxp38yzdn9wg3sztkfd2,0.75968
addr1q89umv2qplqns8ktgaz2ut6v7xckz2saja8wpljrym0w830rgtu057p8cu8mm3cdkehkrddhgmf0ehjrwarrfxglyemsjx7dy9,1.60826
addr1qygr7wt5vnmytx574ry80jf2u6pwzd3d3y098xdh99m6pnj02unkpg4w2fjtfu3q539f848lsqw7l5n6ysv6h8wzrfsqgljjnz,0.007199
